Date,Weekday
3-20-1999,sat
3-21-1999,sun
3-22-1999,mon
3-23-1999,tue
3-24-1999,wed
3-25-1999,thu
3-26-1999,fri
3-27-1999,sat
3-28-1999,sun
3-29-1999,mon
3-30-1999,tue
3-31-1999,wed
4-1-1999,thu
4-2-1999,fri
4-3-1999,sat
4-4-1999,sun
4-5-1999,mon
4-6-1999,tue
4-7-1999,wed
4-8-1999,thu
4-9-1999,fri
4-10-1999,sat
4-11-1999,sun
4-12-1999,mon
4-13-1999,tue
4-14-1999,wed
4-15-1999,thu
4-16-1999,fri
4-17-1999,sat
4-18-1999,sun
4-19-1999,mon
4-20-1999,tue
4-21-1999,wed
4-22-1999,thu
4-23-1999,fri
4-24-1999,sat
4-25-1999,sun
4-26-1999,mon
4-27-1999,tue
4-28-1999,wed
4-29-1999,thu
4-30-1999,fri
5-1-1999,sat
5-2-1999,sun
5-3-1999,mon
5-4-1999,tue
5-5-1999,wed
5-6-1999,thu
5-7-1999,fri
5-8-1999,sat
5-9-1999,sun
5-10-1999,mon
5-11-1999,tue
5-12-1999,wed
5-13-1999,thu
5-14-1999,fri
5-15-1999,sat
5-16-1999,sun
5-17-1999,mon
5-18-1999,tue
5-19-1999,wed
5-20-1999,thu
5-21-1999,fri
5-22-1999,sat
5-23-1999,sun
5-24-1999,mon
5-25-1999,tue
5-26-1999,wed
5-27-1999,thu
5-28-1999,fri
5-29-1999,sat
5-30-1999,sun
5-31-1999,mon
6-1-1999,tue
6-2-1999,wed
6-3-1999,thu
6-4-1999,fri
6-5-1999,sat
6-6-1999,sun
6-7-1999,mon
6-8-1999,tue
6-9-1999,wed
6-10-1999,thu
6-11-1999,fri
6-12-1999,sat
6-13-1999,sun
6-14-1999,mon
6-15-1999,tue
6-16-1999,wed
6-17-1999,thu
6-18-1999,fri
6-19-1999,sat
6-20-1999,sun
6-21-1999,mon
6-22-1999,tue
6-23-1999,wed
6-24-1999,thu
6-25-1999,fri
6-26-1999,sat
6-27-1999,sun
6-28-1999,mon
6-29-1999,tue
6-30-1999,wed
7-1-1999,thu
7-2-1999,fri
7-3-1999,sat
7-4-1999,sun
7-5-1999,mon
7-6-1999,tue
7-7-1999,wed
7-8-1999,thu
7-9-1999,fri
7-10-1999,sat
7-11-1999,sun
7-12-1999,mon
7-13-1999,tue
7-14-1999,wed
7-15-1999,thu
7-16-1999,fri
7-17-1999,sat
7-18-1999,sun
7-19-1999,mon
7-20-1999,tue
7-21-1999,wed
7-22-1999,thu
7-23-1999,fri
7-24-1999,sat
7-25-1999,sun
7-26-1999,mon
7-27-1999,tue
7-28-1999,wed
7-29-1999,thu
7-30-1999,fri
7-31-1999,sat
8-1-1999,sun
8-2-1999,mon
8-3-1999,tue
8-4-1999,wed
8-5-1999,thu
8-6-1999,fri
8-7-1999,sat
8-8-1999,sun
8-9-1999,mon
8-10-1999,tue
8-11-1999,wed
8-12-1999,thu
8-13-1999,fri
8-14-1999,sat
8-15-1999,sun
8-16-1999,mon
8-17-1999,tue
8-18-1999,wed
8-19-1999,thu
8-20-1999,fri
8-21-1999,sat
8-22-1999,sun
8-23-1999,mon
8-24-1999,tue
8-25-1999,wed
8-26-1999,thu
8-27-1999,fri
8-28-1999,sat
8-29-1999,sun
8-30-1999,mon
8-31-1999,tue
9-1-1999,wed
9-2-1999,thu
9-3-1999,fri
9-4-1999,sat
9-5-1999,sun
9-6-1999,mon
9-7-1999,tue
9-8-1999,wed
9-9-1999,thu
9-10-1999,fri
9-11-1999,sat
9-12-1999,sun
9-13-1999,mon
9-14-1999,tue
9-15-1999,wed
9-16-1999,thu
9-17-1999,fri
9-18-1999,sat
9-19-1999,sun
9-20-1999,mon
9-21-1999,tue
9-22-1999,wed
9-23-1999,thu
9-24-1999,fri
9-25-1999,sat
9-26-1999,sun
9-27-1999,mon
9-28-1999,tue
9-29-1999,wed
9-30-1999,thu
10-1-1999,fri
10-2-1999,sat
10-3-1999,sun
10-4-1999,mon
10-5-1999,tue
10-6-1999,wed
10-7-1999,thu
10-8-1999,fri
10-9-1999,sat
10-10-1999,sun
10-11-1999,mon
10-12-1999,tue
10-13-1999,wed
10-14-1999,thu
10-15-1999,fri
10-16-1999,sat
10-17-1999,sun
10-18-1999,mon
10-19-1999,tue
10-20-1999,wed
10-21-1999,thu
10-22-1999,fri
10-23-1999,sat
10-24-1999,sun
10-25-1999,mon
10-26-1999,tue
10-27-1999,wed
10-28-1999,thu
10-29-1999,fri
10-30-1999,sat
10-31-1999,sun
11-1-1999,mon
11-2-1999,tue
11-3-1999,wed
11-4-1999,thu
11-5-1999,fri
11-6-1999,sat
11-7-1999,sun
11-8-1999,mon
11-9-1999,tue
11-10-1999,wed
11-11-1999,thu
11-12-1999,fri
11-13-1999,sat
11-14-1999,sun
11-15-1999,mon
11-16-1999,tue
11-17-1999,wed
11-18-1999,thu
11-19-1999,fri
11-20-1999,sat
11-21-1999,sun
11-22-1999,mon
11-23-1999,tue
11-24-1999,wed
11-25-1999,thu
11-26-1999,fri
11-27-1999,sat
11-28-1999,sun
11-29-1999,mon
11-30-1999,tue
12-1-1999,wed
12-2-1999,thu
12-3-1999,fri
12-4-1999,sat
12-5-1999,sun
12-6-1999,mon
12-7-1999,tue
12-8-1999,wed
12-9-1999,thu
12-10-1999,fri
12-11-1999,sat
12-12-1999,sun
12-13-1999,mon
12-14-1999,tue
12-15-1999,wed
12-16-1999,thu
12-17-1999,fri
12-18-1999,sat
12-19-1999,sun
12-20-1999,mon
12-21-1999,tue
12-22-1999,wed
12-23-1999,thu
12-24-1999,fri
12-25-1999,sat
12-26-1999,sun
12-27-1999,mon
12-28-1999,tue
12-29-1999,wed
12-30-1999,thu
12-31-1999,fri
1-1-2000,sat
1-2-2000,sun
1-3-2000,mon
1-4-2000,tue
1-5-2000,wed
1-6-2000,thu
1-7-2000,fri
1-8-2000,sat
1-9-2000,sun
1-10-2000,mon
1-11-2000,tue
1-12-2000,wed
1-13-2000,thu
1-14-2000,fri
1-15-2000,sat
1-16-2000,sun
1-17-2000,mon
1-18-2000,tue
1-19-2000,wed
1-20-2000,thu
1-21-2000,fri
1-22-2000,sat
1-23-2000,sun
1-24-2000,mon
1-25-2000,tue
1-26-2000,wed
1-27-2000,thu
1-28-2000,fri
1-29-2000,sat
1-30-2000,sun
1-31-2000,mon
2-1-2000,tue
2-2-2000,wed
2-3-2000,thu
2-4-2000,fri
2-5-2000,sat
2-6-2000,sun
2-7-2000,mon
2-8-2000,tue
2-9-2000,wed
2-10-2000,thu
2-11-2000,fri
2-12-2000,sat
2-13-2000,sun
2-14-2000,mon
2-15-2000,tue
2-16-2000,wed
2-17-2000,thu
2-18-2000,fri
2-19-2000,sat
2-20-2000,sun
2-21-2000,mon
2-22-2000,tue
2-23-2000,wed
2-24-2000,thu
2-25-2000,fri
2-26-2000,sat
2-27-2000,sun
2-28-2000,mon
2-29-2000,tue
3-1-2000,wed
3-2-2000,thu
3-3-2000,fri
3-4-2000,sat
3-5-2000,sun
3-6-2000,mon
3-7-2000,tue
3-8-2000,wed
3-9-2000,thu
3-10-2000,fri
3-11-2000,sat
3-12-2000,sun
3-13-2000,mon
3-14-2000,tue
3-15-2000,wed
3-16-2000,thu
3-17-2000,fri
3-18-2000,sat
3-19-2000,sun
3-20-2000,mon
3-21-2000,tue
3-22-2000,wed
3-23-2000,thu
3-24-2000,fri
3-25-2000,sat
3-26-2000,sun
3-27-2000,mon
3-28-2000,tue
3-29-2000,wed
3-30-2000,thu
3-31-2000,fri
4-1-2000,sat
4-2-2000,sun
4-3-2000,mon
4-4-2000,tue
4-5-2000,wed
4-6-2000,thu
4-7-2000,fri
4-8-2000,sat
4-9-2000,sun
4-10-2000,mon
4-11-2000,tue
4-12-2000,wed
4-13-2000,thu
4-14-2000,fri
4-15-2000,sat
4-16-2000,sun
4-17-2000,mon
4-18-2000,tue
4-19-2000,wed
4-20-2000,thu
4-21-2000,fri
4-22-2000,sat
4-23-2000,sun
4-24-2000,mon
4-25-2000,tue
4-26-2000,wed
4-27-2000,thu
4-28-2000,fri
4-29-2000,sat
4-30-2000,sun
5-1-2000,mon
5-2-2000,tue
5-3-2000,wed
5-4-2000,thu
5-5-2000,fri
5-6-2000,sat
5-7-2000,sun
5-8-2000,mon
5-9-2000,tue
5-10-2000,wed
5-11-2000,thu
5-12-2000,fri
5-13-2000,sat
5-14-2000,sun
5-15-2000,mon
5-16-2000,tue
5-17-2000,wed
5-18-2000,thu
5-19-2000,fri
5-20-2000,sat
5-21-2000,sun
5-22-2000,mon
5-23-2000,tue
5-24-2000,wed
5-25-2000,thu
5-26-2000,fri
5-27-2000,sat
5-28-2000,sun
5-29-2000,mon
5-30-2000,tue
5-31-2000,wed
6-1-2000,thu
6-2-2000,fri
6-3-2000,sat
6-4-2000,sun
6-5-2000,mon
6-6-2000,tue
6-7-2000,wed
6-8-2000,thu
6-9-2000,fri
6-10-2000,sat
6-11-2000,sun
6-12-2000,mon
6-13-2000,tue
6-14-2000,wed
6-15-2000,thu
6-16-2000,fri
6-17-2000,sat
6-18-2000,sun
6-19-2000,mon
6-20-2000,tue
6-21-2000,wed
6-22-2000,thu
6-23-2000,fri
6-24-2000,sat
6-25-2000,sun
6-26-2000,mon
6-27-2000,tue
6-28-2000,wed
6-29-2000,thu
6-30-2000,fri
7-1-2000,sat
7-2-2000,sun
7-3-2000,mon
7-4-2000,tue
7-5-2000,wed
7-6-2000,thu
7-7-2000,fri
7-8-2000,sat
7-9-2000,sun
7-10-2000,mon
7-11-2000,tue
7-12-2000,wed
7-13-2000,thu
7-14-2000,fri
7-15-2000,sat
7-16-2000,sun
7-17-2000,mon
7-18-2000,tue
7-19-2000,wed
7-20-2000,thu
7-21-2000,fri
7-22-2000,sat
7-23-2000,sun
7-24-2000,mon
7-25-2000,tue
7-26-2000,wed
7-27-2000,thu
7-28-2000,fri
7-29-2000,sat
7-30-2000,sun
7-31-2000,mon
8-1-2000,tue
8-2-2000,wed
8-3-2000,thu
8-4-2000,fri
8-5-2000,sat
8-6-2000,sun
8-7-2000,mon
8-8-2000,tue
8-9-2000,wed
8-10-2000,thu
8-11-2000,fri
8-12-2000,sat
8-13-2000,sun
8-14-2000,mon
8-15-2000,tue
8-16-2000,wed
8-17-2000,thu
8-18-2000,fri
8-19-2000,sat
8-20-2000,sun
8-21-2000,mon
8-22-2000,tue
8-23-2000,wed
8-24-2000,thu
8-25-2000,fri
8-26-2000,sat
8-27-2000,sun
8-28-2000,mon
8-29-2000,tue
8-30-2000,wed
8-31-2000,thu
9-1-2000,fri
9-2-2000,sat
9-3-2000,sun
9-4-2000,mon
9-5-2000,tue
9-6-2000,wed
9-7-2000,thu
9-8-2000,fri
9-9-2000,sat
9-10-2000,sun
9-11-2000,mon
9-12-2000,tue
9-13-2000,wed
9-14-2000,thu
9-15-2000,fri
9-16-2000,sat
9-17-2000,sun
9-18-2000,mon
9-19-2000,tue
9-20-2000,wed
9-21-2000,thu
9-22-2000,fri
9-23-2000,sat
9-24-2000,sun
9-25-2000,mon
9-26-2000,tue
9-27-2000,wed
9-28-2000,thu
9-29-2000,fri
9-30-2000,sat
10-1-2000,sun
10-2-2000,mon
10-3-2000,tue
10-4-2000,wed
10-5-2000,thu
10-6-2000,fri
10-7-2000,sat
10-8-2000,sun
10-9-2000,mon
10-10-2000,tue
10-11-2000,wed
10-12-2000,thu
10-13-2000,fri
10-14-2000,sat
10-15-2000,sun
10-16-2000,mon
10-17-2000,tue
10-18-2000,wed
10-19-2000,thu
10-20-2000,fri
10-21-2000,sat
10-22-2000,sun
10-23-2000,mon
10-24-2000,tue
10-25-2000,wed
10-26-2000,thu
10-27-2000,fri
10-28-2000,sat
10-29-2000,sun
10-30-2000,mon
10-31-2000,tue
11-1-2000,wed
11-2-2000,thu
11-3-2000,fri
11-4-2000,sat
11-5-2000,sun
11-6-2000,mon
11-7-2000,tue
11-8-2000,wed
11-9-2000,thu
11-10-2000,fri
11-11-2000,sat
11-12-2000,sun
11-13-2000,mon
11-14-2000,tue
11-15-2000,wed
11-16-2000,thu
11-17-2000,fri
11-18-2000,sat
11-19-2000,sun
11-20-2000,mon
11-21-2000,tue
11-22-2000,wed
11-23-2000,thu
11-24-2000,fri
11-25-2000,sat
11-26-2000,sun
11-27-2000,mon
11-28-2000,tue
11-29-2000,wed
11-30-2000,thu
12-1-2000,fri
12-2-2000,sat
12-3-2000,sun
12-4-2000,mon
12-5-2000,tue
12-6-2000,wed
12-7-2000,thu
12-8-2000,fri
12-9-2000,sat
12-10-2000,sun
12-11-2000,mon
12-12-2000,tue
12-13-2000,wed
12-14-2000,thu
12-15-2000,fri
12-16-2000,sat
12-17-2000,sun
12-18-2000,mon
12-19-2000,tue
12-20-2000,wed
12-21-2000,thu
12-22-2000,fri
12-23-2000,sat
12-24-2000,sun
12-25-2000,mon
12-26-2000,tue
12-27-2000,wed
12-28-2000,thu
12-29-2000,fri
12-30-2000,sat
12-31-2000,sun
1-1-2001,mon
1-2-2001,tue
1-3-2001,wed
1-4-2001,thu
1-5-2001,fri
1-6-2001,sat
1-7-2001,sun
1-8-2001,mon
1-9-2001,tue
1-10-2001,wed
1-11-2001,thu
1-12-2001,fri
1-13-2001,sat
1-14-2001,sun
1-15-2001,mon
1-16-2001,tue
1-17-2001,wed
1-18-2001,thu
1-19-2001,fri
1-20-2001,sat
1-21-2001,sun
1-22-2001,mon
1-23-2001,tue
1-24-2001,wed
1-25-2001,thu
1-26-2001,fri
1-27-2001,sat
1-28-2001,sun
1-29-2001,mon
1-30-2001,tue
1-31-2001,wed
2-1-2001,thu
2-2-2001,fri
2-3-2001,sat
2-4-2001,sun
2-5-2001,mon
2-6-2001,tue
2-7-2001,wed
2-8-2001,thu
2-9-2001,fri
2-10-2001,sat
2-11-2001,sun
2-12-2001,mon
2-13-2001,tue
2-14-2001,wed
2-15-2001,thu
2-16-2001,fri
2-17-2001,sat
2-18-2001,sun
2-19-2001,mon
2-20-2001,tue
2-21-2001,wed
2-22-2001,thu
2-23-2001,fri
2-24-2001,sat
2-25-2001,sun
2-26-2001,mon
2-27-2001,tue
2-28-2001,wed
3-1-2001,thu
3-2-2001,fri
3-3-2001,sat
3-4-2001,sun
3-5-2001,mon
3-6-2001,tue
3-7-2001,wed
3-8-2001,thu
3-9-2001,fri
3-10-2001,sat
3-11-2001,sun
3-12-2001,mon
3-13-2001,tue
3-14-2001,wed
3-15-2001,thu
3-16-2001,fri
3-17-2001,sat
3-18-2001,sun
3-19-2001,mon
3-20-2001,tue
3-21-2001,wed
3-22-2001,thu
3-23-2001,fri
3-24-2001,sat
3-25-2001,sun
3-26-2001,mon
3-27-2001,tue
3-28-2001,wed
3-29-2001,thu
3-30-2001,fri
3-31-2001,sat
4-1-2001,sun
4-2-2001,mon
4-3-2001,tue
4-4-2001,wed
4-5-2001,thu
4-6-2001,fri
4-7-2001,sat
4-8-2001,sun
4-9-2001,mon
4-10-2001,tue
4-11-2001,wed
4-12-2001,thu
4-13-2001,fri
4-14-2001,sat
4-15-2001,sun
4-16-2001,mon
4-17-2001,tue
4-18-2001,wed
4-19-2001,thu
4-20-2001,fri
4-21-2001,sat
4-22-2001,sun
4-23-2001,mon
4-24-2001,tue
4-25-2001,wed
4-26-2001,thu
4-27-2001,fri
4-28-2001,sat
4-29-2001,sun
4-30-2001,mon
5-1-2001,tue
5-2-2001,wed
5-3-2001,thu
5-4-2001,fri
5-5-2001,sat
5-6-2001,sun
5-7-2001,mon
5-8-2001,tue
5-9-2001,wed
5-10-2001,thu
5-11-2001,fri
5-12-2001,sat
5-13-2001,sun
5-14-2001,mon
5-15-2001,tue
5-16-2001,wed
5-17-2001,thu
5-18-2001,fri
5-19-2001,sat
5-20-2001,sun
5-21-2001,mon
5-22-2001,tue
5-23-2001,wed
5-24-2001,thu
5-25-2001,fri
5-26-2001,sat
5-27-2001,sun
5-28-2001,mon
5-29-2001,tue
5-30-2001,wed
5-31-2001,thu
6-1-2001,fri
6-2-2001,sat
6-3-2001,sun
6-4-2001,mon
6-5-2001,tue
6-6-2001,wed
6-7-2001,thu
6-8-2001,fri
6-9-2001,sat
6-10-2001,sun
6-11-2001,mon
6-12-2001,tue
6-13-2001,wed
6-14-2001,thu
6-15-2001,fri
6-16-2001,sat
6-17-2001,sun
6-18-2001,mon
6-19-2001,tue
6-20-2001,wed
6-21-2001,thu
6-22-2001,fri
6-23-2001,sat
6-24-2001,sun
6-25-2001,mon
6-26-2001,tue
6-27-2001,wed
6-28-2001,thu
6-29-2001,fri
6-30-2001,sat
7-1-2001,sun
7-2-2001,mon
7-3-2001,tue
7-4-2001,wed
7-5-2001,thu
7-6-2001,fri
7-7-2001,sat
7-8-2001,sun
7-9-2001,mon
7-10-2001,tue
7-11-2001,wed
7-12-2001,thu
7-13-2001,fri
7-14-2001,sat
7-15-2001,sun
7-16-2001,mon
7-17-2001,tue
7-18-2001,wed
7-19-2001,thu
7-20-2001,fri
7-21-2001,sat
7-22-2001,sun
7-23-2001,mon
7-24-2001,tue
7-25-2001,wed
7-26-2001,thu
7-27-2001,fri
7-28-2001,sat
7-29-2001,sun
7-30-2001,mon
7-31-2001,tue
8-1-2001,wed
8-2-2001,thu
8-3-2001,fri
8-4-2001,sat
8-5-2001,sun
8-6-2001,mon
8-7-2001,tue
8-8-2001,wed
8-9-2001,thu
8-10-2001,fri
8-11-2001,sat
8-12-2001,sun
8-13-2001,mon
8-14-2001,tue
8-15-2001,wed
8-16-2001,thu
8-17-2001,fri
8-18-2001,sat
8-19-2001,sun
8-20-2001,mon
8-21-2001,tue
8-22-2001,wed
8-23-2001,thu
8-24-2001,fri
8-25-2001,sat
8-26-2001,sun
8-27-2001,mon
8-28-2001,tue
8-29-2001,wed
8-30-2001,thu
8-31-2001,fri
9-1-2001,sat
9-2-2001,sun
9-3-2001,mon
9-4-2001,tue
9-5-2001,wed
9-6-2001,thu
9-7-2001,fri
9-8-2001,sat
9-9-2001,sun
9-10-2001,mon
9-11-2001,tue
9-12-2001,wed
9-13-2001,thu
9-14-2001,fri
9-15-2001,sat
9-16-2001,sun
9-17-2001,mon
9-18-2001,tue
9-19-2001,wed
9-20-2001,thu
9-21-2001,fri
9-22-2001,sat
9-23-2001,sun
9-24-2001,mon
9-25-2001,tue
9-26-2001,wed
9-27-2001,thu
9-28-2001,fri
9-29-2001,sat
9-30-2001,sun
10-1-2001,mon
10-2-2001,tue
10-3-2001,wed
10-4-2001,thu
10-5-2001,fri
10-6-2001,sat
10-7-2001,sun
10-8-2001,mon
10-9-2001,tue
10-10-2001,wed
10-11-2001,thu
10-12-2001,fri
10-13-2001,sat
10-14-2001,sun
10-15-2001,mon
10-16-2001,tue
10-17-2001,wed
10-18-2001,thu
10-19-2001,fri
10-20-2001,sat
10-21-2001,sun
10-22-2001,mon
10-23-2001,tue
10-24-2001,wed
10-25-2001,thu
10-26-2001,fri
10-27-2001,sat
10-28-2001,sun
10-29-2001,mon
10-30-2001,tue
10-31-2001,wed
11-1-2001,thu
11-2-2001,fri
11-3-2001,sat
11-4-2001,sun
11-5-2001,mon
11-6-2001,tue
11-7-2001,wed
11-8-2001,thu
11-9-2001,fri
11-10-2001,sat
11-11-2001,sun
11-12-2001,mon
11-13-2001,tue
11-14-2001,wed
11-15-2001,thu
11-16-2001,fri
11-17-2001,sat
11-18-2001,sun
11-19-2001,mon
11-20-2001,tue
11-21-2001,wed
11-22-2001,thu
11-23-2001,fri
11-24-2001,sat
11-25-2001,sun
11-26-2001,mon
11-27-2001,tue
11-28-2001,wed
11-29-2001,thu
11-30-2001,fri
12-1-2001,sat
12-2-2001,sun
12-3-2001,mon
12-4-2001,tue
12-5-2001,wed
12-6-2001,thu
12-7-2001,fri
12-8-2001,sat
12-9-2001,sun
12-10-2001,mon
12-11-2001,tue
12-12-2001,wed
12-13-2001,thu
12-14-2001,fri
12-15-2001,sat
12-16-2001,sun
12-17-2001,mon
12-18-2001,tue
12-19-2001,wed
12-20-2001,thu
12-21-2001,fri
12-22-2001,sat
12-23-2001,sun
12-24-2001,mon
12-25-2001,tue
12-26-2001,wed
12-27-2001,thu
12-28-2001,fri
12-29-2001,sat
12-30-2001,sun
12-31-2001,mon
1-1-2002,tue
1-2-2002,wed
1-3-2002,thu
1-4-2002,fri
1-5-2002,sat
1-6-2002,sun
1-7-2002,mon
1-8-2002,tue
1-9-2002,wed
1-10-2002,thu
1-11-2002,fri
1-12-2002,sat
1-13-2002,sun
1-14-2002,mon
1-15-2002,tue
1-16-2002,wed
1-17-2002,thu
1-18-2002,fri
1-19-2002,sat
1-20-2002,sun
1-21-2002,mon
1-22-2002,tue
1-23-2002,wed
1-24-2002,thu
1-25-2002,fri
1-26-2002,sat
1-27-2002,sun
1-28-2002,mon
1-29-2002,tue
1-30-2002,wed
1-31-2002,thu
2-1-2002,fri
2-2-2002,sat
2-3-2002,sun
2-4-2002,mon
2-5-2002,tue
2-6-2002,wed
2-7-2002,thu
2-8-2002,fri
2-9-2002,sat
2-10-2002,sun
2-11-2002,mon
2-12-2002,tue
2-13-2002,wed
2-14-2002,thu
2-15-2002,fri
2-16-2002,sat
2-17-2002,sun
2-18-2002,mon
2-19-2002,tue
2-20-2002,wed
2-21-2002,thu
2-22-2002,fri
2-23-2002,sat
2-24-2002,sun
2-25-2002,mon
2-26-2002,tue
2-27-2002,wed
2-28-2002,thu
3-1-2002,fri
3-2-2002,sat
3-3-2002,sun
3-4-2002,mon
3-5-2002,tue
3-6-2002,wed
3-7-2002,thu
3-8-2002,fri
3-9-2002,sat
3-10-2002,sun
3-11-2002,mon
3-12-2002,tue
3-13-2002,wed
3-14-2002,thu
3-15-2002,fri
3-16-2002,sat
3-17-2002,sun
3-18-2002,mon
3-19-2002,tue
3-20-2002,wed
3-21-2002,thu
3-22-2002,fri
3-23-2002,sat
3-24-2002,sun
3-25-2002,mon
3-26-2002,tue
3-27-2002,wed
3-28-2002,thu
3-29-2002,fri
3-30-2002,sat
3-31-2002,sun
4-1-2002,mon
4-2-2002,tue
4-3-2002,wed
4-4-2002,thu
4-5-2002,fri
4-6-2002,sat
4-7-2002,sun
4-8-2002,mon
4-9-2002,tue
4-10-2002,wed
4-11-2002,thu
4-12-2002,fri
4-13-2002,sat
4-14-2002,sun
4-15-2002,mon
4-16-2002,tue
4-17-2002,wed
4-18-2002,thu
4-19-2002,fri
4-20-2002,sat
4-21-2002,sun
4-22-2002,mon
4-23-2002,tue
4-24-2002,wed
4-25-2002,thu
4-26-2002,fri
4-27-2002,sat
4-28-2002,sun
4-29-2002,mon
4-30-2002,tue
5-1-2002,wed
5-2-2002,thu
5-3-2002,fri
5-4-2002,sat
5-5-2002,sun
5-6-2002,mon
5-7-2002,tue
5-8-2002,wed
5-9-2002,thu
5-10-2002,fri
5-11-2002,sat
5-12-2002,sun
5-13-2002,mon
5-14-2002,tue
5-15-2002,wed
5-16-2002,thu
5-17-2002,fri
5-18-2002,sat
5-19-2002,sun
5-20-2002,mon
5-21-2002,tue
5-22-2002,wed
5-23-2002,thu
5-24-2002,fri
5-25-2002,sat
5-26-2002,sun
5-27-2002,mon
5-28-2002,tue
5-29-2002,wed
5-30-2002,thu
5-31-2002,fri
6-1-2002,sat
6-2-2002,sun
6-3-2002,mon
6-4-2002,tue
6-5-2002,wed
6-6-2002,thu
6-7-2002,fri
6-8-2002,sat
6-9-2002,sun
6-10-2002,mon
6-11-2002,tue
6-12-2002,wed
6-13-2002,thu
6-14-2002,fri
6-15-2002,sat
6-16-2002,sun
6-17-2002,mon
6-18-2002,tue
6-19-2002,wed
6-20-2002,thu
6-21-2002,fri
6-22-2002,sat
6-23-2002,sun
6-24-2002,mon
6-25-2002,tue
6-26-2002,wed
6-27-2002,thu
6-28-2002,fri
6-29-2002,sat
6-30-2002,sun
7-1-2002,mon
7-2-2002,tue
7-3-2002,wed
7-4-2002,thu
7-5-2002,fri
7-6-2002,sat
7-7-2002,sun
7-8-2002,mon
7-9-2002,tue
7-10-2002,wed
7-11-2002,thu
7-12-2002,fri
7-13-2002,sat
7-14-2002,sun
7-15-2002,mon
7-16-2002,tue
7-17-2002,wed
7-18-2002,thu
7-19-2002,fri
7-20-2002,sat
7-21-2002,sun
7-22-2002,mon
7-23-2002,tue
7-24-2002,wed
7-25-2002,thu
7-26-2002,fri
7-27-2002,sat
7-28-2002,sun
7-29-2002,mon
7-30-2002,tue
7-31-2002,wed
8-1-2002,thu
8-2-2002,fri
8-3-2002,sat
8-4-2002,sun
8-5-2002,mon
8-6-2002,tue
8-7-2002,wed
8-8-2002,thu
8-9-2002,fri
8-10-2002,sat
8-11-2002,sun
8-12-2002,mon
8-13-2002,tue
8-14-2002,wed
8-15-2002,thu
8-16-2002,fri
8-17-2002,sat
8-18-2002,sun
8-19-2002,mon
8-20-2002,tue
8-21-2002,wed
8-22-2002,thu
8-23-2002,fri
8-24-2002,sat
8-25-2002,sun
8-26-2002,mon
8-27-2002,tue
8-28-2002,wed
8-29-2002,thu
8-30-2002,fri
8-31-2002,sat
9-1-2002,sun
9-2-2002,mon
9-3-2002,tue
9-4-2002,wed
9-5-2002,thu
9-6-2002,fri
9-7-2002,sat
9-8-2002,sun
9-9-2002,mon
9-10-2002,tue
9-11-2002,wed
9-12-2002,thu
9-13-2002,fri
9-14-2002,sat
9-15-2002,sun
9-16-2002,mon
9-17-2002,tue
9-18-2002,wed
9-19-2002,thu
9-20-2002,fri
9-21-2002,sat
9-22-2002,sun
9-23-2002,mon
9-24-2002,tue
9-25-2002,wed
9-26-2002,thu
9-27-2002,fri
9-28-2002,sat
9-29-2002,sun
9-30-2002,mon
10-1-2002,tue
10-2-2002,wed
10-3-2002,thu
10-4-2002,fri
10-5-2002,sat
10-6-2002,sun
10-7-2002,mon
10-8-2002,tue
10-9-2002,wed
10-10-2002,thu
10-11-2002,fri
10-12-2002,sat
10-13-2002,sun
10-14-2002,mon
10-15-2002,tue
10-16-2002,wed
10-17-2002,thu
10-18-2002,fri
10-19-2002,sat
10-20-2002,sun
10-21-2002,mon
10-22-2002,tue
10-23-2002,wed
10-24-2002,thu
10-25-2002,fri
10-26-2002,sat
10-27-2002,sun
10-28-2002,mon
10-29-2002,tue
10-30-2002,wed
10-31-2002,thu
11-1-2002,fri
11-2-2002,sat
11-3-2002,sun
11-4-2002,mon
11-5-2002,tue
11-6-2002,wed
11-7-2002,thu
11-8-2002,fri
11-9-2002,sat
11-10-2002,sun
11-11-2002,mon
11-12-2002,tue
11-13-2002,wed
11-14-2002,thu
11-15-2002,fri
11-16-2002,sat
11-17-2002,sun
11-18-2002,mon
11-19-2002,tue
11-20-2002,wed
11-21-2002,thu
11-22-2002,fri
11-23-2002,sat
11-24-2002,sun
11-25-2002,mon
11-26-2002,tue
11-27-2002,wed
11-28-2002,thu
11-29-2002,fri
11-30-2002,sat
12-1-2002,sun
12-2-2002,mon
12-3-2002,tue
12-4-2002,wed
12-5-2002,thu
12-6-2002,fri
12-7-2002,sat
12-8-2002,sun
12-9-2002,mon
12-10-2002,tue
12-11-2002,wed
12-12-2002,thu
12-13-2002,fri
12-14-2002,sat
12-15-2002,sun
12-16-2002,mon
12-17-2002,tue
12-18-2002,wed
12-19-2002,thu
12-20-2002,fri
12-21-2002,sat
12-22-2002,sun
12-23-2002,mon
12-24-2002,tue
12-25-2002,wed
12-26-2002,thu
12-27-2002,fri
12-28-2002,sat
12-29-2002,sun
12-30-2002,mon
12-31-2002,tue
1-1-2003,wed
1-2-2003,thu
1-3-2003,fri
1-4-2003,sat
1-5-2003,sun
1-6-2003,mon
1-7-2003,tue
1-8-2003,wed
1-9-2003,thu
1-10-2003,fri
1-11-2003,sat
1-12-2003,sun
1-13-2003,mon
1-14-2003,tue
1-15-2003,wed
1-16-2003,thu
